,title,url,site_name,fb_engagement,published_date,category,elapsed_days,engagement_per_day,month_published,engagement_per_month,title_length
1456,Barack Obama Announces He Is Returning To Politics In 2018,https://yournewswire.com/barack-obama-politics-2018/,yournewswire.com,1434,2018-01-18,Baxter Dmitry,2170,0.6608294930875576,January,19.82488479262673,58.0
1457,Twitter Suspends Benghazi Hero for Criticizing Obama,http://www.truthandaction.org/twitter-suspends-benghazi-hero-criticizing-obama/,www.truthandaction.org,1433,2018-09-09,Uncategorized,1936,0.7401859504132231,September,22.205578512396695,52.0
1458,SeaWorld employee arrested for smuggling penguin penises to China,https://worldnewsdailyreport.com/seaworld-employee-arrested-for-smuggling-penguin-penises-to-china/,worldnewsdailyreport.com,1431,2018-06-21,Uncategorized,2016,0.7098214285714286,June,21.294642857142858,65.0
1459,Jim Carrey: Hawaiian Missile Alarm Was 'Psychic Attack' From Trump,https://yournewswire.com/jim-carrey-hawaiian-missile-trump/,yournewswire.com,1431,2018-01-15,Baxter Dmitry,2173,0.6585365853658537,January,19.756097560975608,66.0
1460,"Nancy Pelosi: ""In My District They Call Me A Corporate Pawn""",http://www.truthandaction.org/nancy-pelosi-in-my-district-they-call-me-a-corporate-pawn/,www.truthandaction.org,1430,2018-06-28,Uncategorized,2009,0.7117969138875062,June,21.353907416625187,60.0
1461,Pope Francis Absolves Pedophile Priests - Orders Them To Say 3 Hail Mary's,https://yournewswire.com/pope-francis-pedophile-priests-hail-marys/,yournewswire.com,1430,2018-03-02,Sean Adl-tabatabai,2127,0.6723084156088387,March,20.16925246826516,74.0
1462,Two Clinton Informants Killed In Russian Plane Crash,https://yournewswire.com/clinton-russian-plane-crash/,yournewswire.com,1428,2018-02-12,Baxter Dmitry,2145,0.6657342657342658,February,19.972027972027973,52.0
1463,Scientists confirm nothing actually ends when you finish Facebook posts with ‘end of’,https://uokhun.uk/2018/12/03/scientists-confirm-nothing-actually-ends-when-you-finish-facebook-post-with-end-of/,uokhun.uk,1428,2018-12-03,Uncategorized,1851,0.7714748784440842,December,23.144246353322526,85.0
1465,New pregnancy test reveals who is the father of your baby,https://thereisnews.com/new-pregnancy-test-reveals-who-is-the-father-of-your-baby9999/,thereisnews.com,1422,2018-09-26,Fabiola,1919,0.7410109431995832,September,22.230328295987494,57.0
1466,"Woman Suffers 'Anal Burns' After Lightning Enters Mouth, Exits Ass",https://yournewswire.com/woman-anus-lightning-mouth/,yournewswire.com,1422,2018-01-22,Baxter Dmitry,2166,0.6565096952908587,January,19.695290858725762,66.0
1464,Clinton Foundation Donations 'Almost Zero' Ahead of House Investigation,https://neonnettle.com/news/5710-clinton-foundation-donations-almost-zero-ahead-of-house-investigation,neonnettle.com,1422,2018-11-21,Scott Morefield,1863,0.7632850241545893,November,22.89855072463768,71.0
1467,"UN BORRACHO VIOLO A ÉSTA OVEJA, MESES DESPUÉS NACE UN HORRIBLE MONSTRUO…",http://www.noticias-frescas.com/59857a92b8110/un-borracho-violo-a-esta-oveja-meses-despues-nace-un-horrible-monstruo.html,www.noticias-frescas.com,1420,2018-01-23,Noticias-frescas.com,2165,0.6558891454965358,January,19.676674364896073,72.0
1468,BREAKING: Michelle Wolf's Vulgar Jokes Just Cost Her $4 Million.,https://dailyworldupdate.us/2018/04/30/breaking-michelle-wolfs-vulgar-jokes-just-cost-her-4-million/,dailyworldupdate.us,1420,2018-04-30,Flagg Eagleton,2068,0.6866537717601547,April,20.59961315280464,64.0
1469,Jesuits Admit They Are Helping Illegal Aliens Enter The US Criminally,https://newspunch.com/jesuits-illegal-aliens-us/,newspunch.com,1419,2018-11-29,Baxter Dmitry,1855,0.7649595687331536,November,22.948787061994608,69.0
1470,Jesuits Admit They Are Helping Illegal Aliens Enter The US Criminally,https://newspunch.com/jesuits-illegal-aliens-us/,newspunch.com,1419,2018-11-29,Baxter Dmitry,1855,0.7649595687331536,November,22.948787061994608,69.0
1471,Frank Sinatra Trafficked Underage Sex Slaves According To New FBI Files,https://yournewswire.com/frank-sinatra-sex-slaves-fbi/,yournewswire.com,1418,2017-12-29,Baxter Dmitry,2190,0.6474885844748859,December,19.424657534246574,71.0
1472,Iceland Christmas advert banned as it’s not full of children laughing and contracting diabetes,https://uokhun.uk/2018/11/09/iceland-christmas-advert-banned-as-its-not-full-of-children-laughing-and-contracting-diabetes/,uokhun.uk,1418,2018-11-09,Uncategorized,1875,0.7562666666666666,November,22.688,94.0
1473,Former CIA Officer: Trump Administration Officials Are Being Controlled By Israel,https://yournewswire.com/cia-trump-administration-controlled-israel/,yournewswire.com,1415,2017-12-25,Sean Adl-tabatabai,2194,0.6449407474931632,December,19.348222424794894,81.0
1474,Raab’s resignation means UK now has more Brexit Secretaries than Leave voters,https://uokhun.uk/2018/11/15/raabs-resignation-means-uk-now-has-more-brexit-secretaries-than-leave-voters/,uokhun.uk,1413,2018-11-15,Uncategorized,1869,0.7560192616372392,November,22.680577849117174,77.0
1475,James Bond : ça se précise pour le tournage à Port la Nouvelle.,http://www.actualite.co/128369/james-bond-ca-se-precise-pour-le-tournage-a-port-la-nouvelle.html,www.actualite.co,1411,2018-06-08,Uncategorized,2029,0.6954164613109907,June,20.862493839329716,63.0
1476,BREAKING: Planned Parenthood's New President Was Deported Twice,https://worstpot.us/ever/congratulations-leana-wen-we-love-you/,worstpot.us,1408,2018-09-12,Beth Palmer,1933,0.7284014485256078,September,21.852043455768236,63.0
1477,Judicial Watch: 'We Now Have Enough Evidence to Arrest Hillary Clinton',http://www.neonnettle.com/news/3666-judicial-watch-we-now-have-enough-evidence-to-arrest-hillary-clinton-,www.neonnettle.com,1403,2018-02-09,Neon Nettle,2148,0.6531657355679702,February,19.59497206703911,71.0
1478,FDA Declares Homeopathic Remedies 'Illegal',https://yournewswire.com/fda-homeopathic-remedies-illegal/,yournewswire.com,1403,2018-02-04,Sean Adl-tabatabai,2153,0.6516488620529494,February,19.54946586158848,43.0
1479,Demented Liberal Professor Celebrates the Death of Barbara Bush,http://www.vtamedia.com/2018/04/18/demented523/,www.vtamedia.com,1403,2018-04-18,Uncategorized,2080,0.6745192307692308,April,20.235576923076923,63.0
1480,FBI Admits Undercover Spies Were Planted Within Trump Campaign,https://neonnettle.com/news/5410-fbi-admits-undercover-spies-were-planted-within-trump-campaign,neonnettle.com,1402,2018-10-21,Jay Greenberg,1894,0.7402323125659979,October,22.206969376979938,62.0
1481,Philadelphia LGBTQ Community Says Tekashi 6ix9ine Has To Check In,https://www.huzlers.com/philadelphia-lgbtq-community-says-tekashi-6ix9ine-check/,www.huzlers.com,1401,2018-02-28,The Pharoah,2129,0.6580554250821982,February,19.741662752465945,65.0
1482,Lawyer: Heather O'Rourke Was Killed By Hollywood Pedophile Ring,https://yournewswire.com/heather-orourke-killed-hollywood-pedophile-ring/,yournewswire.com,1398,2017-12-12,Sean Adl-tabatabai,2207,0.6334390575441776,December,19.00317172632533,63.0
1485,Theresa May ruptures anus while doing Tory power stance after conference speech,https://uokhun.uk/2018/10/03/theresa-may-ruptures-anus-while-doing-tory-power-stance-after-conference-speech/,uokhun.uk,1396,2018-10-03,Uncategorized,1912,0.7301255230125523,October,21.90376569037657,79.0
1484,University Of Michigan Teaches 'Virtues' Of Sex Between Men And Boys,https://yournewswire.com/university-michigan-sex-men-boys/,yournewswire.com,1396,2018-02-09,Sean Adl-tabatabai,2148,0.6499068901303539,February,19.497206703910617,68.0
1483,"No, Idiots, Michelle Wolf Did Not Attack Sarah Sanders' Appearance",https://notmypot.us/2018/04/29/no-idiots-michelle-wolf-did-not-attack-sarah-sanders-appearance/,notmypot.us,1396,2018-04-29,John Prager,2069,0.6747220879652006,April,20.24166263895602,66.0
1487,You may be amazed to learn that your incredibly rare 50p coin is worth fifty f*cking pence,https://uokhun.uk/2018/10/13/you-may-be-amazed-to-learn-that-your-incredibly-rare-50p-coin-is-worth-fifty-fcking-pence/,uokhun.uk,1395,2018-10-13,Uncategorized,1902,0.7334384858044164,October,22.00315457413249,90.0
1486,San Diego Zoo: Rhino has 96-hour-long erection after teenagers feed it Viagra,https://worldnewsdailyreport.com/san-diego-zoo-rhino-has-96-hour-long-erection-after-teenagers-feed-it-viagra/,worldnewsdailyreport.com,1395,2018-09-05,Uncategorized,1940,0.7190721649484536,September,21.572164948453608,77.0
1488,Mexican Boy Arrested & Deported For Singing Rancheras At A Local Walmart Store,https://www.huzlers.com/mexican-boy-arrested-deported-for-singing-rancheras-at-a-local-walmart-store/,www.huzlers.com,1394,2018-04-10,David Martinez,2088,0.6676245210727969,April,20.02873563218391,78.0
1489,Here are ten ‘home-based Mummy businesses’ you can shove right up your arse,https://uokhun.uk/2018/09/30/here-are-ten-home-based-mummy-businesses-you-can-shove-right-up-your-arse/,uokhun.uk,1394,2018-09-30,Uncategorized,1915,0.7279373368146214,September,21.83812010443864,75.0
1490,CHINA: 22 tons of pig meat sold as halal to Muslims,http://www.vtamedia.com/2018/04/02/china-22-tons-of-pig-meat-sold-as-halal-to-muslims/,www.vtamedia.com,1393,2018-04-03,Uncategorized,2095,0.6649164677804296,April,19.94749403341289,51.0
1491,"Carlson: White People Deserve Credit For Rap, Hollywood Suppressing White Artists - The Business Standard News",https://bizstandardnews.com/2018/09/11/carlson-white-people-deserve-credit-for-rap-hollywood-suppressing-white-artists/,bizstandardnews.com,1390,2018-09-11,Peter West,1934,0.718717683557394,September,21.56153050672182,110.0
1492,BREAKING: NFL Cheerleaders Walk Off The Job After Player Kneels With Fist In Air,https://worstpot.us/ever/breaking-nfl-cheerleaders-walk-off-the-job-after-player-kneels-with-fist-in-air/,worstpot.us,1387,2018-09-16,Beth Palmer,1929,0.7190254017625712,September,21.57076205287714,80.0
1493,White House Consider Criminal Indictment Against John Kerry,https://yournewswire.com/white-house-criminal-indictment-john-kerry/,yournewswire.com,1384,2018-09-16,Sean Adl-tabatabai,1929,0.7174701918092276,September,21.524105754276828,59.0
1494,Trump Orders NASA To Send Astronauts To Moon 'For The First Time',https://yournewswire.com/trump-nasa-moon/,yournewswire.com,1384,2017-12-12,Sean Adl-tabatabai,2207,0.6270956048935206,December,18.81286814680562,65.0
1495,Navy SEAL Busts Connecticut Pedophile Ring - Arrests 5 Child Rapists,https://yournewswire.com/navy-seal-connecticut-pedophile-ring/,yournewswire.com,1375,2018-02-20,Baxter Dmitry,2137,0.6434253626579317,February,19.30276087973795,68.0
1496,Alt-Right Group Calls For Internet Boycott After Trump Rages Against Google - The Business Standard News,https://bizstandardnews.com/2018/08/28/alt-right-group-calls-for-internet-boycott-after-trump-rages-against-google/,bizstandardnews.com,1372,2018-08-28,Brian Wilkins,1948,0.704312114989733,August,21.12936344969199,104.0
1497,Study: Big Pharma Drugs Linked To 90% Of School Shootings,https://yournewswire.com/big-pharma-drugs-school-shootings/,yournewswire.com,1371,2018-02-22,Sean Adl-tabatabai,2135,0.6421545667447307,February,19.264637002341917,57.0
1498,Israel Prepares To 'Wipe Iran Off Map' Following Syrian Conflict,https://yournewswire.com/israel-iran-map-syrian-conflict/,yournewswire.com,1370,2018-02-12,Sean Adl-tabatabai,2145,0.6386946386946387,February,19.16083916083916,64.0
1499,"CONFIRMED : Lady Gaga, Hillary Clinton to Perform at Superbowl Halftime",https://bebest.website/gaga-oolala/,bebest.website,1369,2018-12-03,Fallis Gunnington,1851,0.7396002160994057,December,22.18800648298217,71.0
1500,Agenda 21: The Plan to Depopulate 95% of the World by 2030 is Already Underway,http://www.neonnettle.com/features/1386-agenda-21-the-plan-to-depopulate-95-of-the-world-by-2030-is-already-underway,www.neonnettle.com,1366,2018-06-11,Neon Nettle,2026,0.6742349457058243,June,20.227048371174728,78.0
1501,Ben Swann Fired From CBS After Exposing D.C. Pedophile Ring,https://yournewswire.com/ben-swann-fired-cbs-pedophile-ring/,yournewswire.com,1363,2018-01-29,Sean Adl-tabatabai,2159,0.6313107920333487,January,18.939323761000463,59.0
1502,Leak reveals government’s Brexit legal advice is ‘Don’t bother. It’s bollocks.’,https://uokhun.uk/2018/12/04/leak-reveals-governments-brexit-legal-advice-is-dont-bother-its-bollocks/,uokhun.uk,1362,2018-12-04,Uncategorized,1850,0.7362162162162162,December,22.086486486486486,79.0
1503,Something Huge And Hard Went Into Uranus And It Got Very Messy,https://www.8shit.net/something-huge-hard-went-uranus-got-messy/,www.8shit.net,1360,2018-01-22,I'm Luis! ^-^ (@zerquix18),2166,0.6278855032317636,January,18.836565096952906,62.0
1504,Bullenhai in der Ems bei Lingen gesichtet,http://www.nachrichten.de.com/5a01e927aa627/bullenhai-in-der-ems-bei-lingen-gesichtet.html,www.nachrichten.de.com,1357,2018-04-01,Nachrichten.de.com,2097,0.6471149260848832,April,19.413447782546495,41.0
1505,OUTRAGE after police order van driver to remove poppy,https://uokhun.uk/2018/10/30/outrage-after-police-order-van-driver-to-remove-poppy/,uokhun.uk,1355,2018-10-30,Uncategorized,1885,0.7188328912466844,October,21.56498673740053,53.0
1506,Sweden Legalizes Wife Beating Under Sharia Law,https://yournewswire.com/sweden-wife-beating-sharia-law/,yournewswire.com,1353,2018-03-10,Sean Adl-tabatabai,2119,0.6385087305332704,March,19.15526191599811,46.0
1507,NOAA Just Got Busted Fiddling with Research Results to Support Climate Change Theory,http://www.truthandaction.org/noaa-just-got-busted-fiddling-with-research-results-to-support-climate-change-theory/,www.truthandaction.org,1350,2018-03-02,Uncategorized,2127,0.6346967559943583,March,19.040902679830747,84.0
1508,Celebs Dislike Trump...But Not These 13!,http://www.truthandaction.org/celebs-dislike-trump-not-13/,www.truthandaction.org,1347,2018-03-20,Uncategorized,2109,0.6386913229018493,March,19.16073968705548,40.0
1509,"Man Bites Off Snake's Head In Revenge Because ""The Snake Bit Him First""",https://www.8shit.net/man-bites-off-snakes-head-revenge-snake-bit-first/,www.8shit.net,1345,2018-02-28,I'm Luis! ^-^ (@zerquix18),2129,0.6317519962423673,February,18.95255988727102,71.0
1510,CNN: Journalists Risk More For America Than Veterans - Your News Wire,https://yournewswire.com/cnn-journalists-risk-more-veterans/,yournewswire.com,1345,2018-06-30,Sean Adl-tabatabai,2007,0.6701544593921276,June,20.104633781763823,69.0
1511,UN Dossier Reveals MASSIVE Number of Rapes Carried Out By UN Workers,http://www.truthandaction.org/un-dossier-reveals-massive-number-of-rapes-carried-out-by-un-workers/,www.truthandaction.org,1344,2018-02-22,Un Workers,2135,0.6295081967213115,February,18.885245901639344,68.0
1512,BREAKING: Michael Flynn Was Taking Payments From Clinton Foundation,https://wearethellod.com/breaking-michael-flynn-was-taking-payments-from-clinton-foundation/,wearethellod.com,1342,2018-12-06,Beth Palmer,1848,0.7261904761904762,December,21.785714285714285,67.0
1513,"Lil Xan Has Been Released From The Hospital Again After He Continued To Eat Hot Cheetos, Hot Cheetos Will Betray You",https://www.huzlers.com/lil-xan-has-been-released-from-the-hospital-again-after-he-continued-to-eat-hot-cheetos-hot-cheetos-will-betray-you/,www.huzlers.com,1340,2018-09-27,The Pharoah,1918,0.6986444212721585,September,20.959332638164756,116.0
1515,"Bill Gates Says 'Vaccines Are Safe,' Begs Trump Not Set Up Safety Testing",http://www.neonnettle.com/news/4367-bill-gates-says-vaccines-are-safe-begs-trump-not-set-up-safety-testing,www.neonnettle.com,1339,2018-06-23,Neon Nettle,2014,0.6648460774577954,June,19.94538232373386,73.0
1517,FBI: Mueller Struck Deal To Free Billionaire Pedophile Jeffrey Epstein,https://newspunch.com/fbi-mueller-pedophile-jeffrey-epstein/,newspunch.com,1339,2018-05-26,Sean Adl-tabatabai,2042,0.6557296767874633,May,19.6718903036239,70.0
1514,FBI: Mueller Struck Deal To Free Billionaire Pedophile Jeffrey Epstein,https://newspunch.com/fbi-mueller-pedophile-jeffrey-epstein/,newspunch.com,1339,2018-05-26,Sean Adl-tabatabai,2042,0.6557296767874633,May,19.6718903036239,70.0
1516,Bill Gates Outlines 2018 Plan To Depopulate The Planet,https://yournewswire.com/bill-gates-depopulate-planet/,yournewswire.com,1339,2018-02-19,Baxter Dmitry,2138,0.6262862488306828,February,18.788587464920486,54.0
1518,"FBI raid at NSA employee’s home reveals over 16,000,000 ‘dick pics’",https://worldnewsdailyreport.com/fbi-raid-at-nsa-employees-home-reveals-over-16000000-dick-pics/,worldnewsdailyreport.com,1337,2018-11-27,Uncategorized,1857,0.7199784598815293,November,21.599353796445882,67.0
1519,Los Angeles Officially Designated 'Third World Country' Status,https://yournewswire.com/los-angeles-third-world-country/,yournewswire.com,1335,2017-12-27,Sean Adl-tabatabai,2192,0.6090328467153284,December,18.270985401459853,62.0
